Probe	Chromosome	Start	End	Strand	10-30um_A	10-30um_B	40-45um_A	40-45um_B	50-55um_A	50-55um_B	60-65um_A	60-65um_B	GV
Ubox5	2	130590002	130630038	-	1.6667316	1.8795816	1.7079427	1.717774	2.0648594	1.9681121	2.2615929	2.1301177	2.4713428
Fastkd5	2	130613840	130630027	-	2.763695	3.3440614	3.733418	3.6802328	4.719137	4.5083575	4.832935	4.7801137	5.506224
Prosapip1	2	130632839	130642803	-	0.8638666	1.1937362	0.9377432	0.9625876	1.0400736	1.1320336	1.037921	1.0752187	0.64993316
Ddrgk1	2	130653960	130664659	-	6.161693	5.577406	3.9319737	4.0459876	2.7097192	3.126161	3.062417	2.886129	2.231077
Itpa	2	130667610	130681614	+	5.7981496	4.501778	4.8016806	3.6794722	4.2414694	3.687987	3.8665366	4.2440205	2.8361564
Slc4a11	2	130684113	130697519	-	0.004026993	0.001258438	0	0	0.001701601	0	0.003806039	0.002212169	0.002017972
4930402H24Rik	2	130706200	130906406	-	1.6984853	1.9413662	2.1876307	2.2803552	3.1045504	2.9371002	3.3881578	3.1642375	3.778754
A730017L22Rik	2	130873059	130906396	-	0.19751956	0.23329955	0.19708398	0.20980935	0.14146043	0.15065679	0.16136923	0.17195198	0.16608393
Atrn	2	130906495	131030333	+	2.038139	2.596252	2.4977248	2.8606632	3.1757035	3.4292777	3.2988513	3.5438635	3.7314036
Gfra4	2	131039632	131043088	-	4.950383	5.9526744	3.7725673	5.1227107	4.183557	4.4943776	4.75345	4.6242905	4.7424335
Adam33	2	131050591	131063814	-	0.001865676	0	0	9.70E-04	0	0	0.00176331	0.002049763	0
Siglec1	2	131069220	131086765	-	0.08312247	0.077487215	0.07734776	0.035903946	0.03452799	0.04075787	0.02529953	0.040244564	0.023297787
Hspa12b	2	131127280	131146321	+	0.010923696	0.003413662	0.001806395	0	0	0.001755667	0.005162166	0	0
Gm11037	2	131133497	131134215	+	0	0	0	0	0	0	0	0	0
1700037H04Rik	2	131146324	131160081	-	0.6779405	0.8666872	0.32613102	0.55865073	0.23065847	0.34810358	0.19555151	0.2539204	0.17647986
Gm14232	2	131159537	131171342	+	0	0	0	0	0	0	0	0	0.011306978
Spef1	2	131170261	131187282	-	0.018317172	0.04350338	0.012116066	0.015242566	0.01857576	0.018841304	0.045011576	0.030186804	0.04773051
Cenpb	2	131177291	131180012	-	0.30316067	0.28652442	0.16873738	0.14997996	0.4061713	0.35889587	0.69185746	0.6641164	0.6224903
Cdc25b	2	131186949	131198497	+	4.3622704	4.6835117	3.9085903	4.253961	4.2226443	3.807504	4.747992	3.7309484	4.3543816
2310035K24Rik	2	131207078	131213514	+	1.3397733	1.8149117	1.5679023	1.6458459	1.8085086	1.551153	1.6558816	1.7350588	1.5554042
Mavs	2	131234063	131248025	+	1.823155	1.9931399	2.766107	2.833669	3.978984	3.5761886	4.64333	3.8375196	3.6212478
Pank2	2	131262495	131299188	+	4.7694874	5.214077	6.4058614	5.832748	6.8926744	6.6869555	6.3860426	6.956405	6.3888516
Rnf24	2	131298064	131352892	-	2.0656643	2.5672889	3.0870183	3.3622966	4.7156086	4.9532976	7.0317273	5.8566017	8.628043
Gm14233	2	131298545	131299835	+	1.6734219	1.8052362	2.1834753	2.1698697	2.440956	2.608485	2.0149207	2.543732	1.8609378
Smox	2	131491496	131525922	+	6.848524	7.940429	8.651485	8.936905	8.775421	8.441757	8.805395	8.48823	6.901304
Adra1d	2	131545850	131562283	-	0	0	0.007010602	0	0.004478463	0	0	0	0
Gm14285	2	131561614	131563179	+	0	0	0	0	0	0	0	0	0
4930425F17Rik	2	131647825	131648594	+	0.039208267	0.08168406	0.034579568	0.027189175	0.055224683	0.03360848	0.037056986	0.043076962	0.05239389
Gm14280	2	131652897	131721838	-	0	0	0	0	0	0	0	0	0
5330413P13Rik	2	131820006	131847660	-	0	0.001074423	0	0	0	0	0	0	0
Erv3	2	131853678	131859747	-	0	0	0	0	0	0	0	0	0
Prnp	2	131909928	131938429	+	2.0960162	1.9784416	2.3126101	2.256191	1.8584533	1.8638506	1.7333854	1.6469016	1.1558019
Prnd	2	131909957	131956130	+	0.113464795	0.096372545	0.12316284	0.09835344	0.1008062	0.0953892	0.09899003	0.07831231	0.049568955
Rassf2	2	131989415	132030258	-	0.007551996	0.008391125	0.004995339	0.0061098	0.012055218	0.00701286	0.015068336	0.011062873	0.008830247
Slc23a2	2	132052496	132145108	-	13.949104	14.400352	17.55187	18.38157	22.26214	21.297466	23.100561	22.438232	25.888767
Gm14051	2	132144533	132220250	+	0.026693514	0.050050445	0.21188012	0.11106454	0.11279312	0.102964975	0.12614445	0.14663686	0.20064637
5730494N06Rik	2	132239492	132247807	-	3.1049778	2.820438	2.4592826	2.4944007	2.9806457	2.5149782	2.7424662	2.7192633	2.804705
Pcna	2	132249162	132253314	-	21.699324	18.418259	18.965668	17.577234	18.50105	15.184766	17.013323	17.036098	15.090914
AV099323	2	132253357	132261333	+	0.18575323	0.2799963	0.18068857	0.21594876	0.193916	0.15454063	0.08261709	0.17406958	0.22996992
Cds2	2	132263148	132312050	+	1.1502666	1.3344445	1.693139	1.6811625	2.6487756	2.604869	3.6335742	3.3114734	3.7994545
Prokr2	2	132337733	132385447	-	0.002541597	7.94E-04	0.005884072	0.00462652	0.01933108	0.014705568	0.016815014	0.021640928	0.038845513
4921508D12Rik	2	132424741	132452499	+	0	0	0	0.009737518	0.007911257	0	0	0	0
Gm14095	2	132483212	132501148	-	0	0	0	0	0	0	0	0	0
1700026D11Rik	2	132490634	132524057	+	0	0	0	0	0	0	0	0	0
Gpcpd1	2	132529082	132587729	-	5.031037	5.205008	5.1753006	5.050812	6.2247286	5.590032	5.314789	6.225209	5.6849513
AU019990	2	132598195	132653068	+	0.18067244	0.09880546	0.24200267	0.18323405	0.469509	0.3310315	0.5549677	0.45903	0.563593
1110034G24Rik	2	132686931	132751055	+	0.7891041	0.62688756	0.55969244	0.52907795	0.49010926	0.48285398	0.48522416	0.5196569	0.45736375
Gm14097	2	132694432	132698523	-	5.1816087	4.9915915	6.1467023	6.158203	6.731302	6.5797544	5.828196	6.0692687	4.345488
Chgb	2	132781278	132795079	+	0	0.002295501	0.004858808	0.001910188	0	0.00236118	0	0	0
Trmt6	2	132804207	132816055	-	1.6467133	1.684567	1.2314155	1.2695941	1.2952775	1.264126	1.2507421	1.1304903	1.1642534
Mcm8	2	132816141	132844197	+	6.799193	6.4300823	4.5725856	4.746844	4.204265	4.263206	3.9805193	4.179612	3.9388428
Gm14104	2	132845999	132847256	-	0	0	0	0	0	0	0	0	0
Crls1	2	132846666	132866785	+	5.964603	5.114513	6.538271	5.3394995	7.875539	6.1216025	8.213882	8.207347	7.714541
Lrrn4	2	132868305	132880891	-	0.38736853	0.3961732	1.0482078	0.9340744	2.6715667	2.4467924	3.3923185	3.5490663	3.0610409
Fermt1	2	132904389	132945906	-	0.012360797	0.06952964	0.036208734	0.022041408	0.019399863	0.020434003	0.011682584	0.013580442	0.01327315
Gm14102	2	132958442	132959805	+	1.9953402	2.128187	2.1805997	2.4590383	1.5762839	1.5058627	1.0454222	1.1437676	0.76078415
A430048G15Rik	2	133432095	133453362	+	0	0	0	0	0	0	0	0	0
Gm14100	2	133463118	133465784	+	0	0	0	0	0	0	0	0	0
Bmp2	2	133552159	133562885	+	0	0.007076988	0	0	0.007176879	0.003639737	0.005350938	0.004665156	0
Hao1	2	134497361	134554368	-	0.07490313	0.035799365	0.017486604	0.009166229	0	0.002832589	0	0.002420407	0
Tmx4	2	134594185	134644145	-	1.6718603	1.674632	1.2889584	1.2404579	1.1080077	1.0653214	0.8737797	0.944261	0.65654486
Plcb1	2	134786159	135475258	+	2.2849894	2.3138175	1.6440226	1.695825	1.3082495	1.3460709	1.0633811	1.0719062	1.179873
4930545L23Rik	2	135169573	135215616	-	0	0	0	0	0	0	0	0	0
9630028H03Rik	2	135325447	135583584	-	0	0	0	0	0	0	0	0	0
Gm14074	2	135648907	135652063	+	0	0	0	0	0	0	0	0	0
Plcb4	2	135659011	136014593	+	0.03477894	0.03716306	0.021520674	0.018088227	0.019910438	0.024522576	0.027568964	0.023419395	0.07758326
Gm14209	2	135669453	135670425	+	0	0	0	0	0	0	0	0	0
Gm14211	2	135686174	135693154	-	0	0	0	0	0	0	0	0	0
Gm14210	2	135811945	135812927	-	0	0	0	0	0	0	0	0	0
6330527O06Rik	2	136052239	136069917	+	0	0	0.002269542	0.001784492	0.002899626	0.002205807	0.003242855	0.003769663	0.018913068
Pak7	2	136081104	136387967	-	1.4047066	1.3836312	4.269208	3.780006	5.2439594	5.1995754	4.6730347	4.8602357	4.1723213
Gm14218	2	136137006	136140161	+	0	0	0	0	0	0	0	0	0
Ankrd5	2	136501910	136562091	+	0.01960868	0.021009345	0.01667616	0.011655207	0.009469285	0.009904796	0.007942624	0.007694099	0.0063168
BC034902	2	136501998	136515512	+	0	0	0	0	0	0	0	0	0
Snap25	2	136713453	136782428	+	0.001481881	0.001852355	0.003920817	7.71E-04	0.005009337	9.53E-04	0.001400573	0.004884297	0.001485175
Mkks	2	136873780	136891389	-	4.2068796	3.8533258	3.836757	3.2097678	3.3839197	3.065407	2.9385679	3.0596166	2.4472265
2210009G21Rik	2	136891218	137071950	+	1.6718457	1.7383143	2.397717	2.205247	3.64092	3.307675	4.5196757	4.3083525	5.6142426
Jag1	2	137081456	137116644	-	31.145416	41.434986	55.43674	60.239887	62.087822	70.08343	68.75324	66.1298	65.85297
Gm14055	2	137288503	137329126	+	0.030130105	0	0.13950889	0.12536326	0.49652615	0.2711822	0.5695385	0.5213731	0.7171806
Gm14064	2	137663435	137829244	+	0	0	0	0	0	0	0	0	0
Gm14062	2	137870046	137876831	-	0	0	0	0	0	0	0	0	0
Btbd3	2	138256565	138589292	+	0.18119794	0.28094453	0.13022716	0.1721683	0.13840592	0.18481465	0.20089641	0.143565	0.13445437
Gm14061	2	138589392	138649122	+	0.29980502	0.19987044	0.1454265	0.21829642	0.16890967	0.14134252	0.160568	0.17018323	0.25540072
Gm14066	2	139256876	139677714	-	0.029353783	0.021403845	0.038832676	0.035622183	0.03307575	0.03459697	0.02311933	0.032250132	0.024515858
Sptlc3	2	139493913	139637674	+	0.14502694	0.11053906	0.14974351	0.090144776	0.18234822	0.15236041	0.23067808	0.23900521	0.46795386
Ism1	2	139678178	139758581	+	0	0	0.004522124	0.001777825	0.002888791	0.002197565	0.006461476	0.005633366	0.003425891
Tasp1	2	139833480	140066805	-	0.46018535	0.38578495	0.26429415	0.29093236	0.1979439	0.18955386	0.19533047	0.20889731	0.14913322
Esf1	2	140119883	140170564	-	1.2289524	1.2773479	1.0674924	0.80656856	1.0157586	0.93622273	0.9594258	0.92487156	0.78277355
Gm17374	2	140152043	140153532	+	0	0	0	0.051312905	0	0.06342777	0	0.05419814	0.049440313
2310003L22Rik	2	140170649	140203689	+	1.6819301	1.4730983	1.4176368	1.3691854	1.1932113	1.1680778	1.2174879	1.2669458	1.3840524
Sel1l2	2	140229855	140389706	-	0	0	0	0	0.003105003	0	0	0.002018332	0.005523452
Macrod2	2	140395309	142392966	+	1.5366588	1.3887559	1.9063045	1.6933557	2.3489137	1.9268309	2.5273023	2.567282	2.4906352
Flrt3	2	140650914	140671469	-	0.04757646	0.05042081	0.04925723	0.037654076	0.085657865	0.07181093	0.16422376	0.13863137	0.20420425
Gm14105	2	141229670	141235426	-	0.00846617	0.008818947	0.024266789	0.013209547	0.035773702	0.032656584	0.048009887	0.057359442	0.09616321
Gm14077	2	141230431	141286991	-	0.016070671	0.014061869	0.023386214	0.008358218	0.029878829	0.014464206	0.024302248	0.033547107	0.043487262
Kif16b	2	142617474	142901531	-	8.0947485	8.840615	5.684417	6.6790605	5.7244234	5.828032	4.876777	5.0799537	4.7411733
4930511F01Rik	2	142902965	142903572	+	0.020330211	0.025412818	0	0	0	0	0	0	0.030563103
Snrpb2	2	143063039	143072853	+	10.584766	9.043743	8.814069	8.088113	7.9925985	7.350517	6.5450473	7.5502534	6.9774694
Otor	2	143078473	143081713	+	0	0	0	0	0	0	0	0	0
C630020P19Rik	2	143535476	143547837	-	0	0	0.001494514	0.001175105	0	0.001452544	0	0	0
Pcsk2	2	143546156	143816285	+	0	0	0	0	0	0	0	6.99E-04	0
Gm12360	2	143747583	143795965	-	0	0	0	0	0	0	0	0	0
Bfsp1	2	143826528	143863173	-	0.008421301	0.02631662	0.03063692	0.013139538	0.003558411	0.013534796	0	0.009252234	0.021100048
Dstn	2	143915320	143943324	+	7.662128	7.0335064	6.3047547	5.959708	6.9069295	5.992281	7.3860583	7.3564825	9.93013
Rrbp1	2	143947395	144011263	-	2.1270015	2.4948223	1.9046903	2.3608024	1.7123423	2.0846267	1.7710533	1.7989019	1.7081386
Banf2	2	144033059	144073979	+	0	0	0	0	0	0	0	0	0
Gm12357	2	144059138	144068806	-	0	0	0	0	0	0	0	0	0
Gm5535	2	144173150	144189290	-	1.073897	0.9382185	1.5314305	1.5284356	2.0639396	1.7408247	2.0299487	2.1218429	2.062878
4930444E06Rik	2	144243241	144244849	+	0	0	0	0	0	0	0	0	0
Snx5	2	144250123	144270906	-	4.4402556	4.073154	2.4940214	2.3030734	2.0095863	1.9004643	1.7738321	1.9428805	1.4970579
8430406I07Rik	2	144270663	144281227	+	2.4106603	2.201761	1.5547895	1.7743413	1.6130292	1.5091944	1.5596473	1.6231273	1.891845
Ovol2	2	144305175	144332146	-	0.042863745	0.035719868	0.044104088	0.014862044	0.020124473	0.009185471	0.009002644	0.01569771	0.016706288
1700108N11Rik	2	144331459	144332639	+	0	0	0	0	0	0	0	0	0
Csrp2bp	2	144368983	144407676	+	6.9538283	8.023047	9.401923	10.625998	13.393074	13.20086	16.711052	15.554047	19.298073
6330439K17Rik	2	144470557	144527414	-	0.028014941	0.05861835	0.03625581	0.025339704	0.043233268	0.044634357	0.048350796	0.05018346	0.050050687
Polr3f	2	144527718	144541995	+	3.238318	3.2859666	3.1668339	2.9394107	3.352203	3.0476918	2.9767506	3.1986182	3.034904
Rbbp9	2	144542265	144550869	-	0.7370777	0.7775548	0.6228202	0.6913556	0.7993317	0.7861069	1.0429403	0.85895556	0.8262519
Sec23b	2	144556229	144590749	+	0.98846054	1.0389637	0.9601428	0.93433124	1.157878	1.0091476	1.0444009	1.1307303	1.0706786
Gm561	2	144594054	144595366	+	2.7562327	2.376989	1.7242064	1.5001671	1.3722924	1.2087636	1.5751185	1.3615125	1.5739026
Dtd1	2	144599897	144768758	+	1.5567776	1.1814855	0.69592667	0.85415375	0.47348186	0.47841737	0.35571346	0.37355945	0.3772004
1700010M22Rik	2	144823666	144824415	+	0	0	0	0	0	0	0	0	0
Slc24a3	2	145167754	145642166	+	4.0924125	5.167895	4.410486	5.1582284	4.436778	4.718976	3.9324732	3.9535663	3.288279
Gm14093	2	145337648	145379381	+	0.027646853	0.034558643	0	0	0	0	0	0	0
Gm14092	2	145550652	145554982	-	0	0	0	0	0	0	0	0	0
BC039771	2	145675367	145753672	+	0.049110856	0.052046943	0.069206834	0.076626405	0.06676645	0.0796178	0.06659721	0.04105397	0.034240015
Rin2	2	145784734	145887616	+	1.3588179	1.7893939	1.09977	1.5268415	0.78918415	0.95744324	0.5425964	0.573402	0.5436145
Naa20	2	145902099	145916425	+	7.890509	6.6156154	8.480161	6.505313	7.6047893	6.7472773	6.8542914	7.153101	5.821467
Crnkl1	2	145917479	145935014	-	23.886305	22.080938	28.10339	23.995136	32.23961	28.177572	32.40619	32.15537	37.547653
4930529M08Rik	2	145934784	146215039	+	0.11386145	0.12157109	0.09477104	0.099684246	0.12669499	0.09149961	0.12375621	0.10528931	0.13123173
Insm1	2	146221921	146225016	+	1.6674911	3.3703382	7.0027256	6.866979	8.452409	10.887204	8.19028	9.75472	6.03488
Ralgapa2	2	146239879	146512026	-	0.8834038	1.08575	0.7294222	0.85102475	0.64831835	0.70717543	0.5281172	0.56300265	0.5012136
A930019D19Rik	2	146259286	146267160	+	0	0	0	0	0	0	0	0	0
4933406D12Rik	2	146542931	146546108	+	0	0	0	0	0	0	0	0	0
Gm14114	2	146828327	146839732	-	0	0	0	0	0	0	0	0	0
Plk1s1	2	146855864	146970097	+	3.759438	3.1614025	2.2704794	2.4515314	1.8517481	1.7778708	1.3110385	1.4172409	1.18214
Xrn2	2	147012996	147078000	+	8.440561	7.9564915	8.591168	7.7621303	9.192489	8.517293	9.052571	9.1942425	9.647531
Nkx2-4	2	147083316	147085445	-	0	0.003646187	0.007717759	0.006068308	0	0	0	0	0.002923427
Nkx2-2	2	147177546	147194243	-	0	0	0	0	0	0	0	0	0
Nkx2-2as	2	147184083	147331681	+	0	0	0	0	0	0	0	0	0
6430503K07Rik	2	147187424	147188407	+	0	0	0	0	0	0.013591665	0	0	0
Gm14110	2	147323562	147325087	-	0	0	0	0	0	0	0	0	0
AI646519	2	147361541	147362409	-	0	0	0	0	0	0	0	0	0
Pax1	2	147361925	147393295	+	0	0	0	0	0	0	0	0	0
A530006G24Rik	2	147710693	147717632	+	0	0	0	0	0	0	0	0	0
9030622O22Rik	2	147944740	148040203	-	0.04786423	0.029915208	0.007915062	0.028005498	0.010112486	0.023078356	0.016964255	0.006573376	0.02998164
Foxa2	2	148042877	148046969	-	0	0.002653871	0	0	0	0	0	0	0
Sstr4	2	148395377	148400503	+	0	0	0	0	0	0	0	0	0
Thbd	2	148404471	148408188	-	0.027066851	0.021991864	0.012532536	0.007038618	0.002287413	0.005220252	0.002558175	0.00594751	0.001356351
Cd93	2	148436640	148443563	-	0.093445286	0.07912723	0.012960217	0.0227323	0.008916012	0.009689431	0.027065232	0.018214859	0.043805435
Gm14120	2	148468890	148478780	+	0.003507653	0	0	0	0	0	0	0	0
Nxt1	2	148672601	148676027	+	9.504374	8.155158	10.128002	9.71745	12.055805	11.594323	12.783995	13.458912	13.456802
Gzf1	2	148681023	148692949	+	10.758805	11.065998	11.727882	11.699066	14.595888	13.902765	15.536671	15.366989	15.798568
Napb	2	148693985	148732467	-	0.1955316	0.1534284	0.11423126	0.0898176	0.11458476	0.11010578	0.086331405	0.07918724	0.09440709
Cstl1	2	148750358	148755433	+	0.20907454	0.15680625	0.2489298	0.26822007	0.18846764	0.14337136	0.15808243	0.1378224	0.10476964
Cst11	2	148768609	148771497	-	0	0	0	0	0	0	0	0	0
8030411F24Rik	2	148782009	148785937	+	0	0	0	0	0	0	0	0	0
Cst12	2	148789361	148793546	+	0.015364055	0	0	0.007990712	0.0519365	0.009877303	0.05808423	0.016880032	0
Cst8	2	148798785	148805595	+	0	0	0	0	0	0	0.022300804	0.012961806	0
Cst13	2	148820081	148830410	+	0	0	0	0	0	0	0	0	0
Cst9	2	148835147	148838738	+	0	0	0	0	0	0	0	0	0
9230104L09Rik	2	148846711	148865038	-	0	0	0.014775954	0.017427024	0.00943907	0.014361005	0.03166912	0.07362766	0.0671642
Cst3	2	148871722	148875692	-	13.743849	12.638963	11.1047945	12.48533	10.459451	9.592022	10.7434025	10.838086	8.456636
Gm1330	2	148990343	149003251	-	0	0	0	0	0	0	0	0	0
Gm10750	2	149015732	149017237	-	0	0	0	0	0	0	0	0	0
Gm14135	2	149257277	149262145	+	0	0	0	0	0	0	0	0	0
Cst10	2	149405057	149410293	+	0	0	0	0	0	0	0	0	0
Gm14133	2	149743927	149798743	-	0.31535897	0.38105956	0.18541971	0.35718927	0.20728485	0.15768602	0.16558658	0.16553833	0.17910063
Tmem90b	2	149829211	150004392	+	0.04903023	0.043412276	0.07567352	0.0765006	0.082870655	0.08142859	0.12357343	0.10773612	0.19860433
C530025M09Rik	2	149830524	149831213	-	0.014584717	0	0	0	0	0	0	0	0
Zfp120	2	150114406	150136708	-	2.805625	2.601533	2.5159879	1.9579345	3.064844	2.5562146	3.2972193	3.2896385	3.8109941
Gm10770	2	150178882	150179679	-	0	0	0	0	0	0	0	0	0
Gm14139	2	150181755	150193279	+	3.1739485	2.9082456	2.8082392	2.4200804	3.2138336	2.7144003	2.878707	2.8248897	2.4689255
Zfp937	2	150218073	150240725	+	2.4214177	1.7742409	1.8753576	1.5961853	1.7665976	1.582134	1.5846487	1.6562889	1.9706482
Gm10749	2	150254518	150255591	-	1.9008747	1.4485307	1.5531989	1.2371074	1.460386	1.6402806	1.7485405	1.6752151	1.5943753
Gm14124	2	150257517	150270300	+	0.87363327	0.6502246	0.8668094	0.5705628	1.3892541	1.1318642	1.4150333	1.6284224	1.4086066
3300002I08Rik	2	150310935	150362765	-	0.97924966	0.7486998	0.7860849	0.6774176	0.64678353	0.62648773	0.6649368	0.7102849	0.5645584
AL929042.1	2	150323702	150363071	+	1.560998	1.1416897	1.2741944	0.77731425	0.8701077	0.70461345	1.0986642	0.89400095	0.88209355
Zfp442	2	150407141	150451486	-	2.3798246	1.9394236	2.0593896	1.7876279	2.4011967	2.0414104	2.294819	2.2967992	3.1444852
Zfp345	2	150470991	150485091	-	5.543366	4.348018	5.037468	3.8115313	6.7937274	5.4142356	7.650085	7.4147573	9.7888565
Cst7	2	150570415	150578944	+	0	0	0	0	0	0	0	0.005606704	0
2310001A20Rik	2	150583080	150608567	-	0.3730276	0.3004951	0.2988327	0.29101264	0.311742	0.28777608	0.33297357	0.34608233	0.34270203
Gm14123	2	150606233	150610254	+	0	0.004732636	0	0.001969118	0	0	0	0	0
Acss1	2	150618105	150668500	-	0.002437853	0.006094644	0	0	0	0	0	0.001339198	0.001221636
E130215H24Rik	2	150667494	150668935	+	0	0	0	0	0	0	0	0	0
Vsx1	2	150680699	150689360	-	0	0	0	0.004138574	0.002241592	0.001705227	0	0.001457093	0.002658362
Gm14136	2	150704536	150706876	-	0	0.024569035	0.060671832	0.047704965	0.0775159	0.06739201	0.037153486	0.086378284	0.032831457
Entpd6	2	150749042	150771675	+	9.306851	10.554795	9.121239	10.052407	9.621331	10.286377	10.8458605	10.911702	9.794338
Pygb	2	150786735	150831758	+	2.0361283	2.1017892	1.8575822	1.8338841	2.0832648	2.0516093	2.2408597	2.0829937	2.0228274
Abhd12	2	150832493	150904741	-	12.034794	12.782095	12.652902	13.554786	15.418545	14.220358	16.542843	15.605493	14.558886
Gins1	2	150905400	150931280	+	10.056816	8.123468	8.821269	7.761111	7.9043427	6.9561353	7.2275786	7.6286373	6.729427
Ninl	2	150934519	151039382	-	0.23501684	0.22297059	0.15657248	0.17323278	0.19289671	0.20543692	0.2524839	0.21733889	0.29738945
Nanp	2	151029685	151039398	-	1.2241164	1.0905482	0.8991734	0.8195581	0.7258631	0.7347902	0.75425565	0.68359584	0.46430036
Gm14151	2	151086786	151092350	-	0	0.00235392	0	0	0	0	0	0	0
Gm14147	2	151098245	151103818	+	0	0	0	0	0	0	0	0	0
Gm14145	2	151104892	151106326	+	0	0	0	0	0	0	0	0	0
Gm14149	2	151205195	151231614	+	3.8830922	3.08883	9.250221	6.069987	13.530256	9.311662	14.967581	14.171072	15.613159
Gm14144	2	151264603	151278836	-	0	0	0	0	0	0	0	0	0
4930442J19Rik	2	151301974	151316247	+	0	0	0	0	0	0	0	0	0.005682155
Gm14152	2	151380650	151432402	-	0	0.005060074	0	0	0	0	0	0	0
Gm14146	2	151462045	151469613	-	0.0396199	0.02476249	0	0	0	0	0	0.010882302	0
4921509C19Rik	2	151470542	151476153	-	0	0	0	0	0	0	0	0	0
Nsfl1c	2	151494182	151511414	+	4.6550136	4.4774475	4.287252	4.071557	3.8396122	3.946688	4.3060956	4.2740154	3.9433107
Gm14167	2	151540731	151542348	-	3.9045274	2.9342122	2.521194	2.8284905	2.2194457	2.226271	1.7353166	1.9789205	1.5722705
Fkbp1a	2	151542483	151561692	+	2.0403478	2.0318723	2.1158805	1.7844437	2.02858	1.6387945	2.5424273	1.7529169	1.9938918
Sdcbp2	2	151572622	151590005	+	7.6752725	6.469506	6.7517285	6.199141	4.042573	4.18052	3.8684242	3.9001737	3.7812827
Snph	2	151590549	151632593	-	0.102414	0.27843863	0.28451934	0.5013534	0.61558557	0.8551009	0.9691572	0.9929821	1.0944165
Rad21l	2	151645404	151668533	-	2.7054253	2.6576617	3.2018929	2.4986506	2.4555178	2.2072406	2.2416608	2.2626007	1.832957
BC052486	2	151679361	151686339	-	0	0	0	0	0.003832628	0	0	0	0
5430405G05Rik	2	151702008	151712157	+	0.03595926	0.01284262	0.010193824	0.013358642	0.008682596	0.026420144	0.009710355	0.014109775	0.002574228
Psmf1	2	151715812	151744186	-	3.1857452	3.8464558	3.4579837	4.0832834	4.9329596	4.945889	6.653918	6.086953	7.7800674
4930556L07Rik	2	151747578	151749978	-	0	0	0	0	0	0	0	0	0
Gm14155	2	151829067	151832108	+	0	0.010714945	0	0	0	0	0	0	0
Rspo4	2	151842927	151874668	+	0	0	0	0	0	0	0	0	0
Gm14157	2	151865315	151866960	-	0	0	0	0	0	0	0	0	0
Angpt4	2	151911210	151945337	+	0	0.00269365	0	0.004483012	0	0	0	0.002367542	0
Gm14154	2	151947273	151950641	-	0	0	0	0	0	0	0	0	0
Fam110a	2	151969398	151980219	-	0.12311431	0.13679397	0.084451236	0.12568988	0.057802003	0.09966811	0.099120855	0.06512617	0.0365594
Slc52a3	2	151996511	152009258	+	0.025458686	0.027277222	0.012028492	0.009457746	0.009220746	0.00233814	0.003437402	0.001997907	0.003645039
AA387200	2	152074855	152076808	-	0	0	0	0	0	0.005496714	0	0	0
Scrt2	2	152081529	152095802	+	0.002964199	0	0	0.001541654	0	0	0	0	0
Srxn1	2	152105516	152111376	+	0.003568601	0.013382282	0.002360485	0.005567996	0	0	0.013491195	0	0.003576533
Tcf15	2	152143561	152149097	+	0.22591428	0.24388526	0.115471065	0.16556264	0.13017246	0.2112533	0.14558099	0.13538474	0.087479085
Csnk2a1	2	152226839	152281852	+	9.543885	9.064084	8.744902	8.607278	8.546591	8.014714	7.5416803	7.6189322	7.5284433
Tbc1d20	2	152293828	152313996	+	5.168046	5.8387947	4.81488	5.424651	5.15659	5.5622396	5.4112434	5.5507417	5.0392847
Rbck1	2	152316334	152332653	-	1.9335133	2.021827	1.1631993	1.3662102	1.1940824	1.1178783	1.2486026	1.2591968	1.3053919
Trib3	2	152337422	152344032	-	0.056828924	0.059196923	0.11590257	0.09113172	0.13207145	0.14918211	0.1790361	0.20031631	0.26579112
Gm14164	2	152345669	152375324	+	0.01006849	0.012585639	0.039959382	0.026182674	0.076579705	0.061492253	0.27596545	0.14103988	0.544907
Nrsn2	2	152368755	152376638	-	0	0	0	0	0	0	0	0	0
Sox12	2	152393611	152398046	-	0.23397774	0.39649662	0.21539707	0.34374234	0.26296586	0.35976866	0.3989636	0.35379484	0.2550466
Zcchc3	2	152411956	152415044	-	3.3686023	4.8725114	5.2817245	5.7845874	6.4617352	8.149349	8.858526	9.2238245	9.089975
6820408C15Rik	2	152415587	152444330	+	2.4665883	2.4215417	2.2424476	2.3108897	1.8370321	1.7160637	1.5328777	1.6086566	1.3037636
Defb23	2	152459055	152464620	-	0	0	0	0	0	0	0	0.00885931	0
Defb20	2	152477063	152479934	+	0	0	0	0.007585386	0	0.018752558	0.013784482	0.024035694	0.06577711
Defb22	2	152485663	152490138	-	0	0	0	0	0	0	0	0	0
Defb26	2	152507798	152511692	-	0	0	0	0	0	0	0	0	0
Defb28	2	152518255	152521447	+	0	0	0	0	0	0	0	0	0
Defb29	2	152538714	152540098	-	0	0	0	0	0	0	0	0	0
Gm14161	2	152549714	152553932	-	0	0	0	0	0	0	0	0	0
Gm17416	2	152569338	152569538	+	0	0	0	0	0	0	0	0	0
Defb21	2	152572744	152574944	+	0	0	0	0	0	0	0	0	0
Defb19	2	152576086	152580312	-	0	0.015963636	0	0.013284052	0	0.032840777	0.024140337	0.01403099	0.01279927
Defb45	2	152593191	152599399	-	0	0	0	0	0.014390188	0	0	0	0
