UCSC_Refseq_id	Refseq_mRNA	Gene_symbol	transcript_length	ES (raw tags)	EB (raw tags)
14939	NM_001011800	Olfr212	2672	12	11
17708	NM_172759	Ces5	2684	12	12
6961	NM_028905	4932438H23Rik	2684	12	9
9581	NM_007986	Fap	2695	12	10
12227	NM_031202	Tyrp1	2720	12	13
22313	NM_134250	Havcr2	2724	12	11
7078	NM_008877	Plg	2757	12	66
11515	NM_001013805	EG433634	2777	12	13
11494	NM_198658	Nr1h5	2835	12	51
10968	NM_028231	Kcnmb2	2919	12	28
1277	NM_001081208	Hs3st5	2931	12	27
20385	NM_010597	Kcnab1	2986	12	44
7246	NM_011447	Sox8	2999	12	18
15659	NM_001042612	Nlrp9c	3020	12	18
6638	NM_001004151	Rtp1	3120	12	62
15491	NM_028480	Psg30	3248	12	3
4630	NM_012035	Trpc7	3339	12	22
15871	NM_001013810	EG434171	3441	12	5
11468	NM_153193	Hsd3b2	3690	12	8
15126	NM_177155	Klri2	3899	12	9
12406	NM_178786	9530098N22Rik	3997	12	8
15829	NM_008557	Fxyd3	503	13	14
12490	NM_026789	1110020C03Rik	592	13	16
12128	NM_026132	Txndc8	618	13	4
10462	NM_027017	3300002I08Rik	648	13	29
6515	NM_016982	Vpreb1	761	13	7
12793	NM_028176	Cda	809	13	42
6938	NM_013707	Krtap14	855	13	4
5914	NM_001039720	9030619P08Rik	857	13	14
19234	NM_026128	4930403L05Rik	879	13	21
4414	NM_023741	Prl8a8	892	13	19
17271	NM_145841	Sgcz	897	13	3
16789	NM_198858	Ctf2	900	13	10
14570	NM_053235	V1rc5	903	13	7
9922	NM_146972	Olfr1233	918	13	3
8665	NM_027836	Ms4a7	919	13	10
9943	NM_146978	Olfr1258	936	13	4
1410	NM_011157	Srgn	938	13	31
18060	NM_146605	Olfr828	939	13	1
14431	NM_146444	Olfr458	942	13	3
16457	NM_146813	Olfr651	942	13	7
18251	NM_146798	Olfr878	945	13	5
18441	NM_010924	Nnmt	954	13	25
9866	NM_146848	Olfr1161	966	13	6
1565	NM_011178	Prtn3	970	13	15
9855	NM_146320	Olfr1145	978	13	1
18267	NM_146479	Olfr899	996	13	0
2348	NM_008936	Prop1	1000	13	14
8507	NM_023781	1700020D05Rik	1017	13	13
12639	NM_080442	Tssk3	1034	13	9
19401	NM_001033372	Gm648	1040	13	8
3416	NM_009217	Sstr2	1041	13	8
444	NM_010933	Nppc	1043	13	6
7439	NM_010378	H2-Aa	1069	13	29
6644	NM_175165	5430420C16Rik	1084	13	14
11443	NM_018767	Cd160	1093	13	22
9276	NM_178036	Lcn10	1106	13	7
15132	NM_008464	Klra6	1116	13	7
17037	NM_022984	Retn	1119	13	11
4947	NM_026084	3110070M22Rik	1123	13	14
4845	NM_001025606	Tmem171	1155	13	12
4202	NM_134066	Akr1c18	1172	13	8
5256	NM_183032	Rnase9	1187	13	8
2122	NM_177576	Sunc1	1205	13	40
17041	NM_029465	Clec4g	1229	13	8
1433	NM_028491	1700040L02Rik	1238	13	14
21890	NM_027211	Anxa13	1238	13	24
12027	NM_001007463	Spag8	1247	13	28
2866	NM_008759	Og9x	1286	13	6
4207	NM_054080	Akr1c20	1306	13	9
4893	NM_029984	A930021C24Rik	1310	13	42
11906	NM_008899	Pou3f2	1338	13	13
3650	NM_011859	Osr1	1357	13	30
2626	NM_011367	Shbg	1370	13	11
8544	NM_028967	Batf2	1371	13	8
14231	NM_010056	Dlx5	1406	13	8
15538	NM_007710	Ckm	1415	13	16
6992	NM_019500	Cldn14	1456	13	6
1334	NM_153786	Vgll2	1466	13	11
10072	NM_177110	C130023O10Rik	1476	13	29
5048	NM_001033214	E330034G19Rik	1492	13	7
3942	NM_145444	Acot5	1518	13	15
7287	NM_008700	Nkx2-5	1524	13	19
242	NM_175370	Als2cr12	1543	13	4
6402	NM_030720	Gpr84	1551	13	6
14782	NM_029013	Klhdc6	1572	13	4
15060	NM_001033126	Cd27	1576	13	9
5222	NM_146494	Olfr722	1582	13	8
10252	NM_025777	Duoxa2	1592	13	6
16683	NM_001040136	4930408O21Rik	1615	13	7
4272	NM_010343	Gpx5	1625	13	28
8899	NM_001011707	Cyp2c66	1630	13	9
8190	NM_181543	Gpr151	1633	13	6
18712	NM_012033	Tinag	1653	13	7
3050	NM_007689	Chad	1653	13	14
6343	NM_001003670	EG406223	1659	13	7
1655	NM_010102	Edg6	1660	13	6
16845	NM_145998	Hmx2	1669	13	28
10657	NM_016873	Wisp2	1710	13	10
5570	NM_029495	Epsti1	1713	13	17
1773	NM_007884	Epyc	1723	13	12
21445	NM_199222	Lman1l	1737	13	12
22376	NM_080510	Trim69	1758	13	11
691	NM_173771	4933406M09Rik	1768	13	16
10868	NM_183181	BC050777	1768	13	2
9349	NM_133501	Ntng2	1770	13	26
1729	NM_009108	Nr1h4	1798	13	1
11179	NM_021309	Sh2d2a	1807	13	18
1358	NM_001034869	EG245263	1813	13	13
12091	NM_007519	Baat	1815	13	13
12259	NM_198663	C87499	1818	13	11
10540	NM_194357	Rya3	1821	13	8
20168	NM_001085506	Magea10	1821	13	8
12977	NM_008237	Hes3	1829	13	23
10091	NM_026248	4930430A15Rik	1836	13	11
13465	NM_053215	Ugt2b37	1879	13	2
20420	NM_139142	Xtrp3s1	1894	13	4
16867	NM_177194	A130023I24Rik	1897	13	13
11051	NM_008536	Tm4sf1	1902	13	18
15851	NM_017394	Slc7a10	1916	13	5
16543	NM_172908	Ovch2	1924	13	23
539	NM_008798	Pdcd1	1930	13	19
14494	NM_175035	Gimap5	1943	13	15
20386	NM_030707	Msr2	1991	13	16
21161	NM_010782	Mcpt9	2000	13	12
4041	NM_172152	Slc24a4	2092	13	13
12865	NM_001085412	LOC277666	2106	13	5
19010	NM_017466	Ccrl2	2110	13	30
6348	NM_019956	Krt71	2174	13	22
2476	NM_175452	Gja12	2187	13	7
21839	NM_013517	Fcer2a	2241	13	15
15107	NM_153506	Clec2e	2268	13	10
6314	NM_001034883	EG432982	2320	13	15
6270	NM_021279	Wnt1	2371	13	12
20533	NM_173449	4921523A10Rik	2476	13	9
3919	NM_001038995	EG214321	2496	13	28
14072	NM_029771	Gper	2497	13	18
4546	NM_008760	Ogn	2540	13	13
13279	NM_175249	Psapl1	2547	13	12
15100	NM_008527	Klrb1c	2562	13	8
21251	NM_001104573	EG210876	2574	13	3
21227	NM_001104537	EG625029	2595	13	8
16140	NM_172902	Agbl1	2614	13	15
868	NM_032005	Tbx19	2662	13	11
20541	NM_198655	4921509C19Rik	2682	13	14
21949	NM_023903	Lipm	2701	13	9
1368	NM_010959	Oit3	2716	13	22
41	NM_001033288	Gm106	2748	13	8
19928	NM_009571	Zfy2	2816	13	5
10144	NM_010290	Gja9	2879	13	36
11899	NM_172987	E130310K16Rik	2889	13	10
16836	NM_175166	5430419D17Rik	2928	13	18
1434	NM_177794	Tmem26	2990	13	4
15699	NM_176924	9530053A07Rik	3016	13	9
889	NM_172844	Fmo9	3065	13	12
18205	NM_019659	Kcnj1	3072	13	25
20851	NM_020287	Insm2	3101	13	13
7630	NM_001033493	Gpr111	3283	13	13
11628	NM_022427	Gpr88	3418	13	10
15306	NM_011087	Pira1	3440	13	5
7909	NM_026180	Abcg8	3657	13	16
16914	NM_146520	Olfr536	3853	13	24
21695	NM_178870	Hs3st3a1	3933	13	79
1154	NM_172785	Zc3h12d	4092	13	13
1730	NM_182959	Slc17a8	4456	13	26
10505	NM_001039122	OTTMUSG00000015862	293	14	6
15810	NM_001033131	Krtdap	456	14	31
12925	NM_007745	Cort	498	14	37
19837	NM_173367	Cypt3	666	14	5
6624	NM_009967	Crygs	703	14	1
20382	NM_018863	Pdyn	747	14	22
9134	NM_026754	1110017I16Rik	756	14	29
1909	NM_009312	Tac2	852	14	28
15162	NM_207023	Tas2r120	888	14	6
6873	NM_146995	Olfr202	924	14	6
19374	NM_146390	Olfr1323	930	14	6
9759	NM_146586	Olfr1018	936	14	11
8440	NM_013878	Cabp2	939	14	10
16585	NM_207160	Olfr519	945	14	0
7132	NM_134197	V1re8	951	14	1
15175	NM_207029	Tas2r129	963	14	21
969	NM_011318	Apcs	970	14	10
16579	NM_146724	Olfr512	981	14	3
22463	NM_009850	Cd3g	1023	14	16
17899	NM_029597	1700018B08Rik	1080	14	4
17289	NM_145594	Fgl1	1088	14	6
19119	NM_007718	Ccr1l1	1098	14	9
3429	NM_181749	Gpr142	1098	14	4
18817	NM_012020	Foxl2	1128	14	7
17038	NM_026985	1810033B17Rik	1132	14	3
392	NM_026713	Mogat1	1144	14	31
977	NM_010045	Darc	1158	14	43
11070	NM_032399	Gpr87	1163	14	1
21718	NM_029173	Nxnl2	1163	14	8
20311	NM_010131	Emx1	1173	14	10
20286	NM_001080710	4833413O15Rik	1180	14	15
53	NM_030033	Crisp4	1192	14	5
10142	NM_009162	Scg5	1227	14	47
18460	NM_028300	Pih1d2	1234	14	96
19631	NM_027591	Dmrtc1a	1247	14	7
6652	NM_198112	Ostn	1268	14	3
14298	NM_011038	Pax4	1286	14	3
9040	NM_026619	Gsto2	1296	14	16
5115	NM_009937	Colq	1306	14	10
12523	NM_001014900	Zmynd12	1316	14	8
15220	NM_015777	Igbp1b	1352	14	25
3700	NM_027866	Colec11	1383	14	127
20113	NM_001085505	Gm572	1385	14	16
2286	NM_011891	Sgcd	1399	14	9
6326	NM_144790	Ankrd33	1444	14	5
18105	NM_001030290	Rdh8	1450	14	29
13789	NM_145153	Oas1f	1476	14	7
20684	NM_001045535	OTTMUSG00000000720	1494	14	15
14492	NM_008376	Gimap1	1505	14	17
7621	NM_031190	Pgk2	1512	14	4
10480	NM_009641	Angpt4	1530	14	10
17315	NM_173789	Helt	1532	14	31
19251	NM_009060	Rgn	1574	14	23
19417	NM_023774	4930550L24Rik	1578	14	7
3203	NM_027563	Krt34	1605	14	8
6749	NM_013547	Hgd	1605	14	17
19622	NM_009910	Cxcr3	1608	14	12
3557	NM_145363	Tspan10	1631	14	17
6117	NM_010005	Cyp2d10	1635	14	3
8940	NM_026152	0610010D20Rik	1635	14	34
18015	NM_001030289	Mmp27	1656	14	9
22300	NM_201363	Serpinb3c	1659	14	3
19306	NM_001033234	Gm9	1663	14	13
11735	NM_177860	EG329763	1665	14	14
16080	NM_008074	Gabrg3	1673	14	16
13790	NM_145228	Oas1h	1701	14	13
10929	NM_001081281	Trim55	1787	14	39
1218	NM_011979	Vnn3	1799	14	9
15787	NM_019546	Prodh2	1817	14	16
755	NM_022881	Rgs18	1859	14	6
21965	NM_021325	Cd200r1	1891	14	9
18546	NM_009993	Cyp1a2	1892	14	11
16455	NM_199146	AI451617	1899	14	5
19704	NM_026239	Tmem35	1918	14	46
8592	NM_144785	Slc22a19	1926	14	13
592	NM_207233	C1ql2	2000	14	9
22078	NM_011998	Chst4	2000	14	13
16134	NM_177118	A830073O21Rik	2025	14	6
22036	NM_022031	Hapln2	2055	14	11
8493	NM_139301	Catsper1	2061	14	3
16057	NM_175531	Mrgprb2	2074	14	18
6247	NM_001011733	Olfr288	2083	14	7
1005	NM_011880	Rgs7	2113	14	75
645	NM_007799	Ctse	2115	14	114
19984	NM_145133	T2bp	2137	14	26
19774	NM_030181	Vsig1	2181	14	5
3266	NM_008061	G6pc	2245	14	11
4544	NM_025711	Aspn	2253	14	10
2395	NM_019687	Slc22a4	2260	14	28
12800	NM_011109	Pla2g2d	2264	14	4
16692	NM_001081327	Hs3st2	2270	14	23
18162	NM_001033151	1810064F22Rik	2302	14	5
4400	NM_177577	Dcdc2a	2343	14	9
5130	NM_021712	Slc18a3	2414	14	13
9218	NM_031167	Il1rn	2454	14	14
1007	NM_133809	Kmo	2498	14	10
11785	NM_026656	Mcoln2	2518	14	19
789	NM_001008426	EG433365	2527	14	15
21367	NM_001105180	ENSMUSG00000070600	2538	14	9
21305	NM_001104632	EG232358	2565	14	4
5546	NM_172527	Nudt15	2592	14	14
5189	NM_008964	Ptger2	2618	14	29
6013	NM_008368	Il2rb	2652	14	8
21738	NM_175730	Hoxc5	2730	14	24
4756	NM_001033042	AI595366	2746	14	10
13096	NM_010427	Hgf	2755	14	16
402	NM_173425	A830043J08Rik	2855	14	17
16905	NM_175533	5830411N06Rik	2897	14	11
22249	NM_022378	Foxb1	2984	14	144
2941	NM_011338	Ccl9	3008	14	7
20314	NM_053137	Pcdhb12	3034	14	16
15503	NM_054060	Psg25	3067	14	3
9354	NM_001034887	OTTMUSG00000012686	3184	14	11
16	NM_178399	3110035E14Rik	3187	14	8
1065	NM_016928	Tlr5	3199	14	11
9345	NM_019446	Barhl1	3671	14	22
20836	NM_008646	Mug2	4544	14	9
3573	NM_153288	Npb	549	15	16
6464	NM_013694	Tnp2	550	15	8
20662	NM_001099917	2210404O07Rik	575	15	49
18240	NM_011449	Spa17	580	15	90
13442	NM_183284	Spink2	612	15	5
11661	NM_007980	Fabp2	645	15	9
3080	NM_008119	Gip	649	15	5
12675	NM_001081651	9530096D07Rik	735	15	25
4928	NM_019960	Hspb3	764	15	4
9260	NM_027085	Clic3	799	15	11
12803	NM_012044	Pla2g2e	851	15	8
18391	NM_009476	Upk2	874	15	5
4418	NM_008930	Prl7a1	922	15	6
15178	NM_021562	Tas2r140	939	15	22
16478	NM_146760	Olfr672	939	15	1
7619	NM_146488	Olfr137	939	15	6
22231	NM_182783	BC030183	944	15	13
3146	NM_011540	Tcap	948	15	24
14732	NM_023493	Cml5	955	15	9
7203	NM_175682	9930021D14Rik	997	15	12
470	NM_008299	Dnajb3	1014	15	20
7970	NM_007593	Cetn1	1051	15	62
12774	NM_009777	C1qb	1061	15	8
13387	NM_001018019	AY616753	1071	15	12
8060	NM_021367	Tslp	1126	15	5
20770	NM_173409	4933402N03Rik	1161	15	21
16704	NM_027363	2010110P09Rik	1171	15	12
14945	NM_145980	8430408G22Rik	1249	15	7
12999	NM_010419	Hes5	1273	15	16
14904	NM_027633	4931417G12Rik	1296	15	6
15009	NM_153197	Clec4a3	1300	15	14
6690	NM_199309	Zdhhc19	1310	15	3
10514	NM_010226	Fkhl18	1311	15	11
6772	NM_007877	Drd3	1341	15	4
21407	NM_008257	Hmx3	1367	15	6
15921	NM_008454	Klk1b16	1381	15	6
3772	NM_008159	Gpr33	1387	15	19
3639	NM_013527	Gdf7	1399	15	2
21068	NM_001102474	A430090E18Rik	1444	15	7
5552	NM_019775	Cpb2	1468	15	7
19272	NM_001034864	EG236749	1492	15	22
10938	NM_029706	Cpb1	1494	15	22
410	NM_025453	Tm4sf20	1503	15	12
22129	NM_009611	Actl7a	1504	15	9
18001	NM_009807	Casp1	1513	15	13
2391	NM_010558	Il5	1534	15	7
10435	NM_175280	4930529M08Rik	1561	15	32
22370	NM_011128	Pnliprp2	1568	15	54
22155	NM_001033471	Cpxcr1	1596	15	6
560	NM_172852	Serpinb13	1607	15	15
10874	NM_009236	Sox18	1619	15	28
968	NM_007768	Crp	1622	15	6
6927	NM_144854	ORF63	1640	15	7
15145	NM_016659	Klra1	1667	15	11
8304	NM_013833	Rax	1669	15	24
1911	NM_007412	Admr	1694	15	13
565	NM_025867	Serpinb11	1699	15	4
7821	NM_153519	Txndc2	1718	15	17
11110	NM_133675	1110032A04Rik	1732	15	8
8243	NM_177115	3-Mar	1754	15	7
8305	NM_145493	Cplx4	1756	15	10
10015	NM_007442	Alx4	1770	15	44
20747	NM_008751	Nxph1	1783	15	11
844	NM_144878	Fmo4	1787	15	16
14297	NM_019569	Fscn3	1790	15	14
901	NM_009063	Rgs5	1809	15	1580
17709	NM_001079865	2310038E17Rik	1823	15	8
16028	NM_010866	Myod1	1832	15	10
13009	NM_008072	Gabrd	1871	15	28
14524	NM_010453	Hoxa5	1877	15	7
11067	NM_173398	Gpr171	1917	15	9
4450	NM_011456	Serpinb9e	1921	15	5
6178	NM_001002005	Panx2	1922	15	34
8656	NM_009580	Zp1	1924	15	11
26	NM_177834	Cpa6	1930	15	24
836	NM_010177	Fasl	1937	15	21
1420	NM_026701	Pbld	1943	15	6
11472	NM_019545	Hao3	1967	15	14
14371	NM_011539	Tbxas1	1978	15	9
593	NM_010766	Marco	1985	15	8
6743	NM_008225	Hcls1	1986	15	14
2281	NM_001025435	BC053393	2022	15	4
16665	NM_054094	Acsm1	2036	15	8
9338	NM_009885	Cel	2038	15	13
11690	NM_007686	Cfi	2073	15	15
22309	NM_008524	Lum	2075	15	28
1390	NM_011073	Prf1	2103	15	19
8951	NM_001081257	LOC545291	2131	15	5
1068	NM_001081361	Mosc1	2161	15	16
7441	NM_001033978	H2-Eb2	2185	15	36
11679	NM_009718	Neurog2	2217	15	52
1294	NM_027572	Slc22a16	2243	15	9
19363	NM_181751	Gpr119	2269	15	15
12722	NM_001080712	EG665186	2338	15	8
738	NM_031164	F13b	2358	15	7
21000	NM_007810	Cyp19a1	2373	15	9
6769	NM_175548	Lsamp	2467	15	67
4383	NM_177016	Slc17a4	2483	15	15
13109	NM_177076	Fbxl13	2530	15	14
15236	NM_130861	Slco1a5	2538	15	11
22137	NM_053184	Ugt2a1	2570	15	3
21779	NM_010186	Fcgr1	2589	15	13
3715	NM_021353	Slc26a3	2628	15	19
7873	NM_028813	Vit	2632	15	14
18670	NM_022026	Aqp9	2644	15	9
203	NM_010834	Mstn	2682	15	13
22411	NM_011095	Lilrb3	2728	15	2
11327	NM_028629	Kprp	2729	15	14
12286	NM_175305	Lrrc19	2773	15	9
5129	NM_009891	Chat	2810	15	16
12149	NM_021053	Slc46a2	2833	15	18
13380	NM_008888	Phox2b	2840	15	18
16464	NM_147049	Olfr658	2912	15	8
12816	NM_031873	Tas1r2	3046	15	10
20976	NM_001100616	LOC100038941	3062	15	12
1573	NM_130455	Grin3b	3274	15	10
2423	NM_153079	Nmur2	3276	15	18
20429	NM_053136	Pcdhb11	3615	15	21
6993	NM_011377	Sim2	3670	15	18
13180	NM_010608	Kcnk3	3810	15	99
21909	NM_011475	Sprr2i	617	16	12
3127	NM_028156	1700001P01Rik	624	16	8
8829	NM_011272	Rln1	671	16	27
10698	NM_009394	Tnnc2	692	16	17
17780	NM_025458	Tmed6	863	16	5
1800	NM_203660	EG368203	876	16	29
5651	NM_001037744	Timm8a2	915	16	10
9912	NM_146902	Olfr1221	936	16	0
9733	NM_016914	Prg3	949	16	6
18271	NM_146869	Olfr147	954	16	10
2490	NM_001011789	Olfr222	957	16	3
9870	NM_146641	Olfr1164	981	16	16
432	NM_028647	Spata3	1027	16	9
8516	NM_001004138	Kcnk7	1034	16	8
2580	NM_009038	Rcvrn	1040	16	18
9336	NM_139197	Gbgt1	1044	16	20
8288	NM_177829	Spink10	1135	16	22
17922	NM_001007462	Pabpnl1	1144	16	10
6087	NM_021317	Dnajb7	1186	16	16
7216	NM_026205	Rnf151	1188	16	17
1481	NM_198635	EG333669	1197	16	7
16104	NM_183087	5730507A09Rik	1219	16	9
14758	NM_025466	Gkn1	1220	16	8
7219	NM_001012402	Hs3st6	1220	16	37
1974	NM_027853	Mettl7b	1227	16	14
21996	NM_027306	Zdhhc25	1241	16	13
11074	NM_023383	Aadac	1294	16	9
15015	NM_010819	Clec4d	1323	16	16
4516	NM_001005422	Gm1574	1363	16	19
21766	NM_008852	Pitx3	1378	16	12
7548	NM_013544	H2-M10.1	1387	16	6
11688	NM_009102	Rrh	1394	16	8
19423	NM_001039240	LOC631784	1419	16	2
4072	NM_199314	Serpina11	1441	16	13
4453	NM_001076790	OTTMUSG00000000712	1467	16	18
22149	NM_028660	Klk9	1475	16	9
4497	NM_177808	EG328231	1518	16	6
18976	NM_001033794	C85627	1519	16	8
16451	NM_023835	Trim12	1525	16	50
2056	NM_001029937	Sec14l3	1564	16	25
20870	NM_011727	Xlr3c	1584	16	2
13145	NM_026449	Galntl5	1599	16	9
15812	NM_001033316	Ffar3	1625	16	6
866	NM_019759	Dpt	1636	16	28
9211	NM_080462	Hnmt	1639	16	35
20246	NM_173391	Tph2	1648	16	25
22326	NM_009253	Serpina3m	1659	16	17
21450	NM_009115	S100b	1661	16	12
6389	NM_010462	Hoxc10	1668	16	29
10547	NM_001012392	U46068	1673	16	6
11939	NM_027041	1700003M02Rik	1688	16	13
22398	NM_028826	1700016K13Rik	1689	16	6
5458	NM_173393	Xkr6	1699	16	27
18013	NM_019471	Mmp10	1714	16	16
19086	NM_029095	Hhatl	1741	16	8
630	NM_144960	Fcamr	1743	16	9
8858	NM_024204	Ankrd22	1754	16	4
3651	NM_027588	Nt5c1b	1777	16	8
11299	NM_008508	Lor	1779	16	64
7308	NM_013891	Spdef	1790	16	96
22429	NM_027837	Isx	1792	16	16
7032	NM_198958	Nox3	1792	16	5
8040	NM_009065	Rit2	1802	16	8
2730	NM_029932	Spns3	1819	16	23
1638	NM_027120	Itgb1bp3	1840	16	10
7804	NM_019418	Tnfsf14	1856	16	27
626	NM_007576	C4bp	1883	16	12
16456	NM_001037924	EG625321	1890	16	10
16851	NM_009123	Nkx1-2	1903	16	118
5980	NM_198119	Lrrc24	1904	16	20
11714	NM_029953	9130221D24Rik	1910	16	12
3437	NM_172050	Cd300e	1949	16	48
14327	NM_144537	Cpa5	1963	16	16
17633	NM_001081372	LOC382044	1965	16	12
19000	NM_199471	Tessp3	1992	16	14
22281	NM_010280	Gfra3	1992	16	231
5654	NM_177817	EG328479	2008	16	22
847	NM_008030	Fmo3	2010	16	7
11139	NM_010196	Fga	2012	16	22
16658	NM_001081446	Iqck	2026	16	17
13266	NM_019447	Hgfac	2033	16	12
20379	NM_007641	Ms4a1	2057	16	16
14326	NM_027926	Cpa4	2061	16	16
18709	NM_205844	Gfral	2080	16	9
15449	NM_175250	2810007J24Rik	2113	16	14
2285	NM_178759	Timd4	2175	16	18
7387	NM_022434	Cyp4f14	2199	16	9
21561	NM_001109759	4933417M04Rik	2234	16	21
7328	NM_146076	Slc26a8	2240	16	30
12181	NM_010616	Kif12	2250	16	191
17499	NM_011622	Tom1	2253	16	29
17906	NM_001033485	BC048644	2260	16	8
11564	NM_133867	Eps8l3	2263	16	14
1532	NM_009809	Casp14	2278	16	24
14499	NM_001029987	Doxl2	2288	16	7
7912	NM_009205	Slc3a1	2305	16	34
7297	NM_173027	Ihpk3	2305	16	9
2676	NM_145684	Alox12e	2309	16	39
21212	NM_016708	Npy5r	2314	16	14
6176	NM_133241	Mlc1	2329	16	13
20691	NM_030166	Galntl2	2341	16	32
8805	NM_008022	Foxd4	2345	16	72
14068	NM_177097	D830046C22Rik	2357	16	4
17667	NM_173036	Gpr97	2398	16	17
15012	NM_011999	Clec4a2	2405	16	5
5350	NM_008736	Nrl	2422	16	20
20305	NM_177909	Slc9a9	2471	16	74
18775	NM_207260	B230218L05Rik	2475	16	14
5454	NM_007549	Blk	2475	16	9
10989	NM_178418	BC050811	2478	16	17
397	NM_009129	Scg2	2485	16	61
4178	NM_174885	Adam6	2507	16	11
12536	NM_001081142	Kcnq4	2512	16	16
11071	NM_028808	P2ry13	2514	16	11
4016	NM_029911	Kcnk10	2533	16	18
21209	NM_011781	Adam25	2621	16	11
15024	NM_173864	EG317677	2662	16	18
11698	NM_027907	Agxt2l1	2689	16	13
6837	NM_172825	Gpr128	2701	16	14
6727	NM_001033239	Csta	2731	16	6
21983	NM_008499	Lhx5	2736	16	34
13154	NM_207282	B930011P16Rik	2738	16	22
22127	NM_010750	Mab21l1	2778	16	17
17198	NM_007401	Adam5	2791	16	26
5674	NM_016704	C6	2839	16	17
1332	NM_153071	Gprc6a	2856	16	22
2998	NM_080420	Lpo	2923	16	68
4380	NM_144836	Slc17a2	2974	16	9
21869	NM_009913	Ccr9	3004	16	13
19449	NM_007724	Cnga2	3038	16	12
12995	NM_172878	B230396O12Rik	3049	16	27
10999	NM_021782	Il21	3072	16	19
9289	NM_177841	4932418E24Rik	3147	16	29
22526	NM_009650	Akap3	3153	16	34
7751	NM_139138	Emr4	3251	16	27
4830	NM_001042714	9330128J19Rik	3315	16	42
5321	NM_175204	5830406J20Rik	3616	16	26
5695	NM_198024	Ranbp3l	3776	16	13
573	NM_001077425	Cntnap5a	3915	16	20
4863	NM_008670	Naip1	5361	16	13
17125	NM_181683	Defb37	352	17	3
11421	NM_013549	Hist2h2aa1	578	17	5
293	NM_007777	Cryge	642	17	1
10877	NM_199023	4930526D03Rik	716	17	9
3310	NM_080846	Higd1b	734	17	12
2943	NM_011337	Ccl3	790	17	3
5390	NM_010375	Gzmg	910	17	3
18261	NM_146336	Olfr893	939	17	9
4329	NM_134216	V1rh7	939	17	5
12493	NM_146713	Olfr1342	948	17	4
7486	NM_023463	Ly6g6c	960	17	12
8659	NM_023529	Ms4a10	1009	17	2
14789	NM_001033491	Gm1965	1054	17	18
3332	NM_001033212	Rprml	1072	17	18
19640	NM_029158	Cnbp2	1079	17	8
13509	NM_009140	Cxcl2	1083	17	4
12067	NM_183298	Foxe1	1116	17	6
19968	NM_023124	H2-Q8	1183	17	23
9679	NM_001080711	Dfnb59	1219	17	9
15328	NM_023440	Tmem86b	1222	17	29
19273	NM_001081666	EG245376	1233	17	26
9282	NM_001001714	Sohlh1	1287	17	17
11391	NM_021281	Ctss	1292	17	4
1106	NM_023727	3322402L07Rik	1336	17	24
2127	NM_015785	Zpbp	1361	17	28
11559	NM_026261	Ubl4b	1376	17	22
8337	NM_029019	Stard6	1402	17	13
5554	NM_026457	Spert	1407	17	20
3916	NM_011387	Slc10a1	1411	17	10
6006	NM_008677	Ncf4	1425	17	21
94	NM_029062	4930521A18Rik	1449	17	5
16982	NM_018802	Syt8	1505	17	11
21724	NM_001001796	Prrxl1	1550	17	10
15110	NM_199034	4922502D21Rik	1566	17	10
2865	NM_011707	Vtn	1578	17	34
3874	NM_175644	Gphb5	1614	17	6
15158	NM_198669	Prb1	1621	17	21
11132	NM_019911	Tdo2	1633	17	1198
10767	NM_029761	Dok5	1634	17	69
17930	NM_007876	Dpep1	1648	17	16
12361	NM_007860	Dio1	1664	17	10
11362	NM_009150	Selenbp1	1685	17	7
6977	NM_134110	Kcne2	1690	17	5
6141	NM_029427	Pnpla5	1694	17	5
20668	NM_001099688	LOC628100	1708	17	10
3347	NM_001081046	4921510J17Rik	1744	17	14
16989	NM_009377	Th	1757	17	25
14921	NM_011146	Pparg	1762	17	29
17519	NM_010369	Gypa	1827	17	278
11794	NM_009474	Uox	1843	17	12
12400	NM_001048189	4931433A01Rik	1864	17	11
1495	NM_080845	Ftcd	1895	17	16
4586	NM_001033269	Eif4e1b	1896	17	4
20002	NM_183000	Accn3	1942	17	11
2266	NM_008352	Il12b	1951	17	10
5996	NM_177820	9130218O11Rik	1957	17	22
15404	NM_145848	V1re13	2037	17	4
18396	NM_021481	Treh	2042	17	9
15944	NM_010215	Il4i1	2046	17	22
4027	NM_146037	Kcnk13	2048	17	12
17863	NM_021486	Bcmo1	2087	17	22
21984	NM_009717	Neurod6	2153	17	22
15099	NM_053165	Clec2h	2156	17	4
14113	NM_177880	4933411G11Rik	2158	17	10
13331	NM_030265	Kcnip4	2188	17	7
2253	NM_008073	Gabrg2	2232	17	10
3597	NM_026907	Sectm1b	2322	17	27
12506	NM_133892	Lao1	2325	17	15
10579	NM_027788	5530400B04Rik	2336	17	16
22038	NM_019485	Olfr70	2352	17	17
17803	NM_146214	Tat	2353	17	9
20207	NM_177200	Svopl	2366	17	10
302	NM_139270	Pthr2	2414	17	13
4181	NM_009511	Vipr2	2422	17	8
282	NM_001081658	Gm215	2427	17	14
6641	NM_001008230	Rtp2	2428	17	6
6962	NM_016967	Olig2	2437	17	10
18809	NM_030219	Trim42	2463	17	9
2861	NM_008238	Foxn1	2503	17	7
12576	NM_177671	Epha10	2544	17	17
13376	NM_027602	Nsun7	2552	17	11
18862	NM_172461	Nek11	2581	17	31
8889	NM_033614	Pde6c	2586	17	17
10784	NM_011044	Pck1	2616	17	20
